Time [s];Schweissstrom [A];Schweissspannung [V];Drahtvorschub [m/min];Gasfluss [l/min];Motorstrom [A]
16,3333;54,00;19,05;0,00;0,00;0,00
16,3636;51,00;19,05;0,00;0,00;0,00
16,3939;51,00;19,05;0,00;0,00;0,00
16,4242;52,00;19,05;0,00;0,00;0,00
16,4545;51,00;19,05;0,00;0,00;0,00
16,4848;52,00;19,05;0,00;0,00;0,00
16,5152;52,00;19,05;0,00;0,00;0,00
16,5455;50,00;19,05;0,00;0,00;0,00
16,5758;51,00;19,05;0,00;0,00;0,00
16,6061;52,00;19,05;0,00;0,00;0,00
16,6364;51,00;19,05;0,00;0,00;0,00
16,6667;51,00;19,05;0,00;0,00;0,00
16,6970;53,00;19,05;0,00;0,00;0,00
16,7273;52,00;19,05;0,00;0,00;0,00
16,7576;52,00;19,05;0,00;0,00;0,00
16,7879;52,00;19,05;0,00;0,00;0,00
16,8182;52,00;19,05;0,00;0,00;0,00
16,8485;52,00;19,05;0,00;0,00;0,00
16,8788;52,00;19,05;0,00;0,00;0,00
16,9091;52,00;19,05;0,00;0,00;0,00
16,9394;54,00;19,05;0,00;0,00;0,00
16,9697;52,00;19,05;0,00;0,00;0,00
17,0000;51,00;19,20;0,00;0,00;0,00
17,0303;52,00;19,05;0,00;0,00;0,00
17,0606;51,00;19,20;0,00;0,00;0,00
17,0909;52,00;19,05;0,00;0,00;0,00
17,1212;52,00;19,20;0,00;0,00;0,00
17,1515;51,00;19,05;0,00;0,00;0,00
17,1818;52,00;19,05;0,00;0,00;0,00
17,2121;50,00;19,05;0,00;0,00;0,00
17,2424;52,00;19,05;0,00;0,00;0,00
17,2727;52,00;19,05;0,00;0,00;0,00
17,3030;50,00;19,05;0,00;0,00;0,00
17,3333;51,00;19,05;0,00;0,00;0,00
17,3636;52,00;19,05;0,00;0,00;0,00
17,3939;50,00;19,05;0,00;0,00;0,00
17,4242;50,00;19,05;0,00;0,00;0,00
17,4545;50,00;19,05;0,00;0,00;0,00
17,4848;51,00;19,05;0,00;0,00;0,00
17,5152;51,00;19,05;0,00;0,00;0,00
17,5455;52,00;19,05;0,00;0,00;0,00
17,5758;52,00;19,05;0,00;0,00;0,00
17,6061;51,00;19,05;0,00;0,00;0,00
17,6364;51,00;19,05;0,00;0,00;0,00
17,6667;52,00;19,05;0,00;0,00;0,00
17,6970;53,00;19,05;0,00;0,00;0,00
17,7273;54,00;19,05;0,00;0,00;0,00
17,7576;53,00;19,05;0,00;0,00;0,00
17,7879;54,00;19,05;0,00;0,00;0,00
17,8182;52,00;19,05;0,00;0,00;0,00
17,8485;53,00;19,05;0,00;0,00;0,00
17,8788;54,00;19,05;0,00;0,00;0,00
17,9091;50,00;19,05;0,00;0,00;0,00
17,9394;51,00;19,05;0,00;0,00;0,00
17,9697;53,00;19,05;0,00;0,00;0,00
18,0000;52,00;19,05;0,00;0,00;0,00
18,0303;51,00;18,90;0,00;0,00;0,00
18,0606;52,00;19,05;0,00;0,00;0,00
18,0909;51,00;19,05;0,00;0,00;0,00
18,1212;52,00;19,05;0,00;0,00;0,00
18,1515;52,00;19,05;0,00;0,00;0,00
18,1818;50,00;19,05;0,00;0,00;0,00
18,2121;52,00;19,05;0,00;0,00;0,00
18,2424;52,00;19,05;0,00;0,00;0,00
18,2727;52,00;19,05;0,00;0,00;0,00
18,3030;54,00;19,05;0,00;0,00;0,00
18,3333;52,00;19,05;0,00;0,00;0,00
18,3636;51,00;19,05;0,00;0,00;0,00
18,3939;53,00;18,90;0,00;0,00;0,00
18,4242;53,00;19,20;0,00;0,00;0,00
18,4545;51,00;19,05;0,00;0,00;0,00
18,4848;52,00;19,05;0,00;0,00;0,00
18,5152;52,00;19,05;0,00;0,00;0,00
18,5455;51,00;19,20;0,00;0,00;0,00
18,5758;52,00;19,05;0,00;0,00;0,00
18,6061;52,00;19,05;0,00;0,00;0,00
18,6364;51,00;19,05;0,00;0,00;0,00
18,6667;52,00;19,05;0,00;0,00;0,00
18,6970;51,00;19,05;0,00;0,00;0,00
18,7273;51,00;19,05;0,00;0,00;0,00
18,7576;51,00;19,05;0,00;0,00;0,00
18,7879;52,00;19,05;0,00;0,00;0,00
18,8182;51,00;19,05;0,00;0,00;0,00
18,8485;52,00;19,05;0,00;0,00;0,00
18,8788;52,00;19,05;0,00;0,00;0,00
18,9091;51,00;19,05;0,00;0,00;0,00
18,9394;53,00;19,05;0,00;0,00;0,00
18,9697;52,00;19,05;0,00;0,00;0,00
19,0000;52,00;19,05;0,00;0,00;0,00
19,0303;55,00;19,05;0,00;0,00;0,00
19,0606;51,00;19,05;0,00;0,00;0,00
19,0909;52,00;19,05;0,00;0,00;0,00
19,1212;52,00;19,05;0,00;0,00;0,00
19,1515;52,00;19,05;0,00;0,00;0,00
19,1818;51,00;19,05;0,00;0,00;0,00
19,2121;52,00;19,05;0,00;0,00;0,00
19,2424;51,00;19,05;0,00;0,00;0,00
19,2727;52,00;19,05;0,00;0,00;0,00
19,3030;51,00;19,05;0,00;0,00;0,00
19,3333;50,00;19,05;0,00;0,00;0,00
19,3636;51,00;19,05;0,00;0,00;0,00
19,3939;51,00;19,05;0,00;0,00;0,00
19,4242;51,00;19,05;0,00;0,00;0,00
19,4545;51,00;19,05;0,00;0,00;0,00
19,4848;49,00;19,05;0,00;0,00;0,00
19,5152;50,00;19,05;0,00;0,00;0,00
19,5455;52,00;19,05;0,00;0,00;0,00
19,5758;51,00;19,05;0,00;0,00;0,00
19,6061;53,00;18,90;0,00;0,00;0,00
19,6364;52,00;19,05;0,00;0,00;0,00
19,6667;53,00;19,05;0,00;0,00;0,00
19,6970;52,00;19,05;0,00;0,00;0,00
19,7273;53,00;19,05;0,00;0,00;0,00
19,7576;56,00;19,05;0,00;0,00;0,00
19,7879;55,00;19,20;0,00;0,00;0,00
19,8182;54,00;19,05;0,00;0,00;0,00
19,8485;56,00;19,05;0,00;0,00;0,00
19,8788;54,00;19,05;0,00;0,00;0,00
19,9091;52,00;19,05;0,00;0,00;0,00
19,9394;53,00;19,05;0,00;0,00;0,00
19,9697;53,00;19,05;0,00;0,00;0,00
20,0000;49,00;19,20;0,00;0,00;0,00
20,0303;50,00;19,05;0,00;0,00;0,00
20,0606;52,00;19,05;0,00;0,00;0,00
20,0909;52,00;19,05;0,00;0,00;0,00
20,1212;52,00;19,05;0,00;0,00;0,00
20,1515;51,00;19,05;0,00;0,00;0,00
20,1818;52,00;19,05;0,00;0,00;0,00
20,2121;51,00;19,05;0,00;0,00;0,00
20,2424;51,00;19,05;0,00;0,00;0,00
20,2727;52,00;19,05;0,00;0,00;0,00
20,3030;51,00;19,05;0,00;0,00;0,00
20,3333;54,00;19,05;0,00;0,00;0,00
20,3636;53,00;19,05;0,00;0,00;0,00
20,3939;54,00;19,05;0,00;0,00;0,00
20,4242;50,00;19,05;0,00;0,00;0,00
20,4545;51,00;19,05;0,00;0,00;0,00
20,4848;52,00;19,05;0,00;0,00;0,00
20,5152;50,00;19,05;0,00;0,00;0,00
20,5455;51,00;18,90;0,00;0,00;0,00
20,5758;52,00;19,05;0,00;0,00;0,00
20,6061;51,00;19,05;0,00;0,00;0,00
20,6364;51,00;19,05;0,00;0,00;0,00
20,6667;52,00;19,05;0,00;0,00;0,00
20,6970;51,00;19,05;0,00;0,00;0,00
20,7273;50,00;19,05;0,00;0,00;0,00
20,7576;51,00;19,05;0,00;0,00;0,00
20,7879;52,00;19,05;0,00;0,00;0,00
20,8182;52,00;19,05;0,00;0,00;0,00
20,8485;52,00;19,05;0,00;0,00;0,00
20,8788;53,00;19,05;0,00;0,00;0,00
20,9091;52,00;19,05;0,00;0,00;0,00
20,9394;53,00;19,05;0,00;0,00;0,00
20,9697;52,00;19,05;0,00;0,00;0,00
21,0000;53,00;19,05;0,00;0,00;0,00
21,0303;53,00;19,20;0,00;0,00;0,00
21,0606;53,00;19,05;0,00;0,00;0,00
21,0909;54,00;19,05;0,00;0,00;0,00
21,1212;53,00;19,05;0,00;0,00;0,00
21,1515;51,00;19,05;0,00;0,00;0,00
21,1818;52,00;19,05;0,00;0,00;0,00
21,2121;52,00;19,05;0,00;0,00;0,00
21,2424;51,00;19,05;0,00;0,00;0,00
21,2727;52,00;19,05;0,00;0,00;0,00
21,3030;51,00;19,05;0,00;0,00;0,00
21,3333;51,00;19,05;0,00;0,00;0,00
21,3636;51,00;19,05;0,00;0,00;0,00
21,3939;51,00;19,05;0,00;0,00;0,00
21,4242;51,00;19,05;0,00;0,00;0,00
21,4545;51,00;19,05;0,00;0,00;0,00
21,4848;51,00;19,05;0,00;0,00;0,00
21,5152;53,00;19,05;0,00;0,00;0,00
21,5455;53,00;19,05;0,00;0,00;0,00
21,5758;50,00;19,05;0,00;0,00;0,00
21,6061;50,00;19,05;0,00;0,00;0,00
21,6364;51,00;19,05;0,00;0,00;0,00
21,6667;52,00;19,05;0,00;0,00;0,00
21,6970;52,00;19,05;0,00;0,00;0,00
21,7273;54,00;19,05;0,00;0,00;0,00
21,7576;52,00;19,05;0,00;0,00;0,00
21,7879;52,00;19,05;0,00;0,00;0,00
21,8182;54,00;19,05;0,00;0,00;0,00
21,8485;55,00;19,05;0,00;0,00;0,00
21,8788;54,00;19,05;0,00;0,00;0,00
21,9091;54,00;19,05;0,00;0,00;0,00
21,9394;52,00;19,05;0,00;0,00;0,00
21,9697;53,00;19,05;0,00;0,00;0,00
22,0000;51,00;19,20;0,00;0,00;0,00
22,0303;54,00;19,05;0,00;0,00;0,00
22,0606;53,00;19,05;0,00;0,00;0,00
22,0909;52,00;19,05;0,00;0,00;0,00
22,1212;53,00;19,05;0,00;0,00;0,00
22,1515;54,00;19,05;0,00;0,00;0,00
22,1818;51,00;19,05;0,00;0,00;0,00
22,2121;49,00;19,05;0,00;0,00;0,00
22,2424;50,00;19,05;0,00;0,00;0,00
22,2727;51,00;19,05;0,00;0,00;0,00
22,3030;50,00;19,05;0,00;0,00;0,00
22,3333;50,00;19,05;0,00;0,00;0,00
22,3636;50,00;18,90;0,00;0,00;0,00
22,3939;51,00;19,05;0,00;0,00;0,00
22,4242;52,00;19,05;0,00;0,00;0,00
22,4545;52,00;19,05;0,00;0,00;0,00
22,4848;54,00;19,05;0,00;0,00;0,00
22,5152;52,00;19,05;0,00;0,00;0,00
22,5455;51,00;19,05;0,00;0,00;0,00
22,5758;52,00;19,05;0,00;0,00;0,00
22,6061;51,00;19,05;0,00;0,00;0,00
22,6364;52,00;19,05;0,00;0,00;0,00
22,6667;53,00;19,05;0,00;0,00;0,00
22,6970;51,00;19,05;0,00;0,00;0,00
22,7273;50,00;19,05;0,00;0,00;0,00
22,7576;53,00;19,05;0,00;0,00;0,00
22,7879;52,00;19,05;0,00;0,00;0,00
22,8182;50,00;19,05;0,00;0,00;0,00
22,8485;52,00;19,05;0,00;0,00;0,00
22,8788;52,00;19,05;0,00;0,00;0,00
22,9091;51,00;19,05;0,00;0,00;0,00
22,9394;54,00;19,05;0,00;0,00;0,00
22,9697;52,00;19,20;0,00;0,00;0,00
23,0000;53,00;18,90;0,00;0,00;0,00
23,0303;53,00;19,05;0,00;0,00;0,00
23,0606;53,00;19,05;0,00;0,00;0,00
23,0909;54,00;19,20;0,00;0,00;0,00
23,1212;51,00;19,05;0,00;0,00;0,00
23,1515;51,00;19,05;0,00;0,00;0,00
23,1818;52,00;19,05;0,00;0,00;0,00
23,2121;52,00;19,05;0,00;0,00;0,00
23,2424;51,00;19,05;0,00;0,00;0,00
23,2727;51,00;19,05;0,00;0,00;0,00
23,3030;50,00;19,05;0,00;0,00;0,00
23,3333;51,00;19,05;0,00;0,00;0,00
23,3636;51,00;19,05;0,00;0,00;0,00
23,3939;52,00;19,05;0,00;0,00;0,00
23,4242;51,00;19,05;0,00;0,00;0,00
23,4545;52,00;19,05;0,00;0,00;0,00
23,4848;51,00;19,05;0,00;0,00;0,00
23,5152;52,00;19,05;0,00;0,00;0,00
23,5455;51,00;18,90;0,00;0,00;0,00
23,5758;49,00;19,05;0,00;0,00;0,00
23,6061;54,00;19,05;0,00;0,00;0,00
23,6364;51,00;19,05;0,00;0,00;0,00
23,6667;52,00;19,05;0,00;0,00;0,00
23,6970;51,00;19,05;0,00;0,00;0,00
23,7273;52,00;19,05;0,00;0,00;0,00
23,7576;51,00;19,05;0,00;0,00;0,00
23,7879;52,00;19,05;0,00;0,00;0,00
23,8182;52,00;18,90;0,00;0,00;0,00
23,8485;53,00;19,05;0,00;0,00;0,00
23,8788;52,00;19,05;0,00;0,00;0,00
23,9091;53,00;19,05;0,00;0,00;0,00
23,9394;55,00;19,05;0,00;0,00;0,00
23,9697;54,00;19,05;0,00;0,00;0,00
24,0000;54,00;19,05;0,00;0,00;0,00
24,0303;53,00;19,20;0,00;0,00;0,00
24,0606;55,00;19,05;0,00;0,00;0,00
24,0909;52,00;19,05;0,00;0,00;0,00
24,1212;53,00;19,05;0,00;0,00;0,00
24,1515;53,00;19,05;0,00;0,00;0,00
24,1818;50,00;19,05;0,00;0,00;0,00
24,2121;51,00;19,05;0,00;0,00;0,00
24,2424;53,00;19,05;0,00;0,00;0,00
24,2727;52,00;19,05;0,00;0,00;0,00
24,3030;51,00;19,05;0,00;0,00;0,00
24,3333;52,00;19,05;0,00;0,00;0,00
24,3636;51,00;19,05;0,00;0,00;0,00
24,3939;53,00;19,05;0,00;0,00;0,00
24,4242;51,00;19,05;0,00;0,00;0,00
24,4545;52,00;18,90;0,00;0,00;0,00
24,4848;53,00;19,05;0,00;0,00;0,00
24,5152;53,00;19,05;0,00;0,00;0,00
24,5455;53,00;19,05;0,00;0,00;0,00
24,5758;53,00;19,20;0,00;0,00;0,00
24,6061;51,00;19,05;0,00;0,00;0,00
24,6364;53,00;19,05;0,00;0,00;0,00
24,6667;53,00;19,05;0,00;0,00;0,00
24,6970;51,00;19,05;0,00;0,00;0,00
24,7273;51,00;19,05;0,00;0,00;0,00
24,7576;52,00;19,05;0,00;0,00;0,00
24,7879;51,00;19,05;0,00;0,00;0,00
24,8182;51,00;19,05;0,00;0,00;0,00
24,8485;53,00;19,05;0,00;0,00;0,00
24,8788;51,00;19,05;0,00;0,00;0,00
24,9091;51,00;19,05;0,00;0,00;0,00
24,9394;52,00;19,05;0,00;0,00;0,00
24,9697;52,00;19,05;0,00;0,00;0,00
25,0000;52,00;19,05;0,00;0,00;0,00
25,0303;53,00;19,05;0,00;0,00;0,00
25,0606;53,00;19,05;0,00;0,00;0,00
25,0909;54,00;19,05;0,00;0,00;0,00
25,1212;51,00;19,05;0,00;0,00;0,00
25,1515;52,00;19,05;0,00;0,00;0,00
25,1818;53,00;19,05;0,00;0,00;0,00
25,2121;52,00;19,20;0,00;0,00;0,00
25,2424;53,00;19,05;0,00;0,00;0,00
25,2727;55,00;19,05;0,00;0,00;0,00
25,3030;53,00;19,05;0,00;0,00;0,00
25,3333;52,00;19,05;0,00;0,00;0,00
25,3636;53,00;19,05;0,00;0,00;0,00
25,3939;53,00;19,05;0,00;0,00;0,00
25,4242;52,00;19,05;0,00;0,00;0,00
25,4545;52,00;19,05;0,00;0,00;0,00
25,4848;51,00;19,05;0,00;0,00;0,00
25,5152;51,00;19,05;0,00;0,00;0,00
25,5455;52,00;19,05;0,00;0,00;0,00
25,5758;51,00;19,05;0,00;0,00;0,00
25,6061;51,00;19,05;0,00;0,00;0,00
25,6364;51,00;19,05;0,00;0,00;0,00
25,6667;52,00;19,05;0,00;0,00;0,00
25,6970;53,00;18,90;0,00;0,00;0,00
25,7273;51,00;19,05;0,00;0,00;0,00
25,7576;51,00;19,05;0,00;0,00;0,00
25,7879;51,00;19,05;0,00;0,00;0,00
25,8182;51,00;19,05;0,00;0,00;0,00
25,8485;53,00;19,05;0,00;0,00;0,00
25,8788;52,00;19,05;0,00;0,00;0,00
25,9091;54,00;19,05;0,00;0,00;0,00
25,9394;52,00;19,05;0,00;0,00;0,00
25,9697;53,00;19,05;0,00;0,00;0,00
26,0000;53,00;19,05;0,00;0,00;0,00
26,0303;54,00;19,05;0,00;0,00;0,00
26,0606;53,00;19,05;0,00;0,00;0,00
26,0909;53,00;19,05;0,00;0,00;0,00
26,1212;53,00;19,05;0,00;0,00;0,00
26,1515;52,00;19,05;0,00;0,00;0,00
26,1818;54,00;19,05;0,00;0,00;0,00
26,2121;56,00;19,05;0,00;0,00;0,00
26,2424;53,00;19,20;0,00;0,00;0,00
26,2727;52,00;19,05;0,00;0,00;0,00
26,3030;54,00;19,05;0,00;0,00;0,00
26,3333;52,00;19,05;0,00;0,00;0,00
26,3636;51,00;19,05;0,00;0,00;0,00
26,3939;53,00;19,05;0,00;0,00;0,00
26,4242;52,00;19,05;0,00;0,00;0,00
26,4545;52,00;19,05;0,00;0,00;0,00
26,4848;54,00;19,05;0,00;0,00;0,00
26,5152;53,00;19,05;0,00;0,00;0,00
26,5455;51,00;19,05;0,00;0,00;0,00
26,5758;54,00;19,05;0,00;0,00;0,00
26,6061;54,00;19,05;0,00;0,00;0,00
26,6364;53,00;18,90;0,00;0,00;0,00
26,6667;53,00;19,05;0,00;0,00;0,00
26,6970;52,00;19,05;0,00;0,00;0,00
26,7273;51,00;19,05;0,00;0,00;0,00
26,7576;53,00;19,05;0,00;0,00;0,00
26,7879;51,00;19,05;0,00;0,00;0,00
26,8182;51,00;19,05;0,00;0,00;0,00
26,8485;53,00;19,05;0,00;0,00;0,00
26,8788;52,00;19,05;0,00;0,00;0,00
26,9091;52,00;19,05;0,00;0,00;0,00
26,9394;54,00;19,05;0,00;0,00;0,00
26,9697;53,00;19,05;0,00;0,00;0,00
27,0000;51,00;19,05;0,00;0,00;0,00
27,0303;52,00;18,90;0,00;0,00;0,00
27,0606;53,00;19,05;0,00;0,00;0,00
27,0909;53,00;19,05;0,00;0,00;0,00
27,1212;53,00;19,05;0,00;0,00;0,00
27,1515;53,00;19,05;0,00;0,00;0,00
27,1818;54,00;19,05;0,00;0,00;0,00
27,2121;53,00;19,05;0,00;0,00;0,00
27,2424;53,00;19,05;0,00;0,00;0,00
27,2727;54,00;19,05;0,00;0,00;0,00
27,3030;52,00;19,05;0,00;0,00;0,00
27,3333;53,00;19,05;0,00;0,00;0,00
27,3636;53,00;19,05;0,00;0,00;0,00
27,3939;51,00;19,05;0,00;0,00;0,00
27,4242;53,00;19,05;0,00;0,00;0,00
27,4545;55,00;19,05;0,00;0,00;0,00
27,4848;53,00;19,05;0,00;0,00;0,00
27,5152;53,00;18,90;0,00;0,00;0,00
27,5455;53,00;19,05;0,00;0,00;0,00
27,5758;53,00;19,20;0,00;0,00;0,00
27,6061;53,00;19,05;0,00;0,00;0,00
27,6364;52,00;19,05;0,00;0,00;0,00
27,6667;52,00;19,20;0,00;0,00;0,00
27,6970;53,00;19,05;0,00;0,00;0,00
27,7273;53,00;19,05;0,00;0,00;0,00
27,7576;52,00;19,05;0,00;0,00;0,00
27,7879;53,00;19,05;0,00;0,00;0,00
27,8182;51,00;19,05;0,00;0,00;0,00
27,8485;51,00;19,05;0,00;0,00;0,00
27,8788;51,00;19,05;0,00;0,00;0,00
27,9091;53,00;19,05;0,00;0,00;0,00
27,9394;53,00;18,90;0,00;0,00;0,00
27,9697;54,00;19,05;0,00;0,00;0,00
28,0000;53,00;19,05;0,00;0,00;0,00
28,0303;52,00;19,05;0,00;0,00;0,00
28,0606;52,00;19,05;0,00;0,00;0,00
28,0909;55,00;19,05;0,00;0,00;0,00
28,1212;53,00;19,05;0,00;0,00;0,00
28,1515;54,00;19,05;0,00;0,00;0,00
28,1818;53,00;19,05;0,00;0,00;0,00
28,2121;54,00;18,90;0,00;0,00;0,00
28,2424;54,00;19,05;0,00;0,00;0,00
28,2727;53,00;19,05;0,00;0,00;0,00
28,3030;55,00;19,05;0,00;0,00;0,00
28,3333;52,00;18,90;0,00;0,00;0,00
28,3636;54,00;19,05;0,00;0,00;0,00
28,3939;54,00;19,05;0,00;0,00;0,00
28,4242;52,00;19,05;0,00;0,00;0,00
28,4545;51,00;19,05;0,00;0,00;0,00
28,4848;52,00;19,05;0,00;0,00;0,00
28,5152;51,00;19,05;0,00;0,00;0,00
28,5455;54,00;19,05;0,00;0,00;0,00
28,5758;52,00;19,05;0,00;0,00;0,00
28,6061;51,00;19,05;0,00;0,00;0,00
28,6364;54,00;19,05;0,00;0,00;0,00
28,6667;54,00;19,05;0,00;0,00;0,00
28,6970;53,00;19,05;0,00;0,00;0,00
28,7273;54,00;19,05;0,00;0,00;0,00
28,7576;53,00;19,05;0,00;0,00;0,00
28,7879;53,00;19,05;0,00;0,00;0,00
28,8182;54,00;19,05;0,00;0,00;0,00
28,8485;52,00;19,05;0,00;0,00;0,00
28,8788;50,00;19,05;0,00;0,00;0,00
28,9091;53,00;19,05;0,00;0,00;0,00
28,9394;53,00;19,05;0,00;0,00;0,00
28,9697;51,00;19,05;0,00;0,00;0,00
29,0000;53,00;19,05;0,00;0,00;0,00
29,0303;53,00;19,05;0,00;0,00;0,00
29,0606;51,00;19,05;0,00;0,00;0,00
29,0909;53,00;19,05;0,00;0,00;0,00
29,1212;52,00;19,05;0,00;0,00;0,00
29,1515;52,00;19,05;0,00;0,00;0,00
29,1818;52,00;19,05;0,00;0,00;0,00
29,2121;53,00;19,05;0,00;0,00;0,00
29,2424;52,00;19,05;0,00;0,00;0,00
29,2727;53,00;19,05;0,00;0,00;0,00
29,3030;53,00;19,05;0,00;0,00;0,00
29,3333;52,00;18,90;0,00;0,00;0,00
29,3636;54,00;19,05;0,00;0,00;0,00
29,3939;53,00;19,05;0,00;0,00;0,00
29,4242;53,00;19,05;0,00;0,00;0,00
29,4545;52,00;19,05;0,00;0,00;0,00
29,4848;53,00;19,05;0,00;0,00;0,00
29,5152;52,00;19,05;0,00;0,00;0,00
29,5455;54,00;19,05;0,00;0,00;0,00
29,5758;54,00;19,05;0,00;0,00;0,00
29,6061;53,00;19,05;0,00;0,00;0,00
29,6364;54,00;19,05;0,00;0,00;0,00
29,6667;53,00;19,05;0,00;0,00;0,00
29,6970;53,00;19,05;0,00;0,00;0,00
29,7273;51,00;19,05;0,00;0,00;0,00
29,7576;53,00;19,05;0,00;0,00;0,00
29,7879;53,00;19,05;0,00;0,00;0,00
29,8182;53,00;19,05;0,00;0,00;0,00
29,8485;52,00;19,05;0,00;0,00;0,00
29,8788;51,00;19,05;0,00;0,00;0,00
29,9091;50,00;19,05;0,00;0,00;0,00
29,9394;51,00;19,05;0,00;0,00;0,00
29,9697;52,00;19,05;0,00;0,00;0,00
30,0000;52,00;19,05;0,00;0,00;0,00
30,0303;53,00;19,05;0,00;0,00;0,00
30,0606;52,00;19,05;0,00;0,00;0,00
30,0909;51,00;19,05;0,00;0,00;0,00
30,1212;52,00;19,05;0,00;0,00;0,00
30,1515;52,00;18,90;0,00;0,00;0,00
30,1818;53,00;19,05;0,00;0,00;0,00
30,2121;53,00;19,05;0,00;0,00;0,00
30,2424;53,00;19,05;0,00;0,00;0,00
30,2727;53,00;19,05;0,00;0,00;0,00
30,3030;53,00;19,05;0,00;0,00;0,00
30,3333;52,00;19,05;0,00;0,00;0,00
30,3636;55,00;19,05;0,00;0,00;0,00
30,3939;57,00;19,05;0,00;0,00;0,00
30,4242;52,00;19,20;0,00;0,00;0,00
30,4545;53,00;19,05;0,00;0,00;0,00
30,4848;53,00;19,05;0,00;0,00;0,00
30,5152;52,00;19,05;0,00;0,00;0,00
30,5455;52,00;19,05;0,00;0,00;0,00
30,5758;52,00;19,05;0,00;0,00;0,00
30,6061;52,00;19,05;0,00;0,00;0,00
30,6364;52,00;19,05;0,00;0,00;0,00
30,6667;52,00;19,05;0,00;0,00;0,00
30,6970;51,00;19,05;0,00;0,00;0,00
30,7273;54,00;19,05;0,00;0,00;0,00
30,7576;53,00;19,05;0,00;0,00;0,00
30,7879;54,00;19,05;0,00;0,00;0,00
30,8182;53,00;19,05;0,00;0,00;0,00
30,8485;54,00;19,05;0,00;0,00;0,00
30,8788;51,00;19,05;0,00;0,00;0,00
30,9091;52,00;18,90;0,00;0,00;0,00
30,9394;52,00;19,05;0,00;0,00;0,00
30,9697;51,00;19,05;0,00;0,00;0,00
31,0000;53,00;19,05;0,00;0,00;0,00
31,0303;51,00;19,05;0,00;0,00;0,00
31,0606;51,00;19,05;0,00;0,00;0,00
31,0909;53,00;19,05;0,00;0,00;0,00
31,1212;52,00;19,05;0,00;0,00;0,00
31,1515;52,00;19,05;0,00;0,00;0,00
31,1818;53,00;19,05;0,00;0,00;0,00
31,2121;52,00;19,05;0,00;0,00;0,00
31,2424;53,00;19,05;0,00;0,00;0,00
31,2727;53,00;19,05;0,00;0,00;0,00
31,3030;52,00;19,05;0,00;0,00;0,00
31,3333;52,00;19,05;0,00;0,00;0,00
31,3636;51,00;19,05;0,00;0,00;0,00
31,3939;53,00;19,20;0,00;0,00;0,00
31,4242;53,00;19,05;0,00;0,00;0,00
31,4545;53,00;19,20;0,00;0,00;0,00
31,4848;54,00;18,90;0,00;0,00;0,00
31,5152;53,00;19,05;0,00;0,00;0,00
31,5455;52,00;19,05;0,00;0,00;0,00
31,5758;52,00;19,05;0,00;0,00;0,00
31,6061;54,00;19,05;0,00;0,00;0,00
31,6364;53,00;19,05;0,00;0,00;0,00
31,6667;52,00;19,05;0,00;0,00;0,00
31,6970;53,00;18,90;0,00;0,00;0,00
31,7273;52,00;19,05;0,00;0,00;0,00
31,7576;51,00;19,05;0,00;0,00;0,00
31,7879;52,00;19,05;0,00;0,00;0,00
31,8182;52,00;19,05;0,00;0,00;0,00
31,8485;52,00;19,05;0,00;0,00;0,00
31,8788;52,00;19,05;0,00;0,00;0,00
31,9091;51,00;19,05;0,00;0,00;0,00
31,9394;51,00;19,05;0,00;0,00;0,00
31,9697;51,00;19,05;0,00;0,00;0,00
32,0000;51,00;19,05;0,00;0,00;0,00
32,0303;52,00;19,05;0,00;0,00;0,00
32,0606;51,00;18,90;0,00;0,00;0,00
32,0909;52,00;19,05;0,00;0,00;0,00
32,1212;52,00;19,05;0,00;0,00;0,00
32,1515;52,00;19,05;0,00;0,00;0,00
32,1818;51,00;18,90;0,00;0,00;0,00
32,2121;52,00;19,05;0,00;0,00;0,00
32,2424;52,00;19,05;0,00;0,00;0,00
32,2727;53,00;19,05;0,00;0,00;0,00
32,3030;53,00;19,05;0,00;0,00;0,00
32,3333;53,00;19,05;0,00;0,00;0,00
32,3636;53,00;19,05;0,00;0,00;0,00
32,3939;52,00;19,05;0,00;0,00;0,00
32,4242;52,00;19,05;0,00;0,00;0,00
32,4545;54,00;19,05;0,00;0,00;0,00
32,4848;53,00;19,20;0,00;0,00;0,00
32,5152;52,00;19,05;0,00;0,00;0,00
32,5455;54,00;19,05;0,00;0,00;0,00
32,5758;53,00;19,20;0,00;0,00;0,00
32,6061;52,00;19,05;0,00;0,00;0,00
32,6364;51,00;18,90;0,00;0,00;0,00
32,6667;51,00;19,05;0,00;0,00;0,00
32,6970;51,00;19,05;0,00;0,00;0,00
32,7273;53,00;19,05;0,00;0,00;0,00
32,7576;52,00;19,05;0,00;0,00;0,00
32,7879;51,00;19,05;0,00;0,00;0,00
32,8182;53,00;19,05;0,00;0,00;0,00
32,8485;54,00;19,05;0,00;0,00;0,00
32,8788;54,00;19,05;0,00;0,00;0,00
32,9091;54,00;19,05;0,00;0,00;0,00
32,9394;52,00;19,05;0,00;0,00;0,00
32,9697;52,00;19,05;0,00;0,00;0,00
33,0000;53,00;19,05;0,00;0,00;0,00
33,0303;52,00;19,05;0,00;0,00;0,00
33,0606;52,00;19,05;0,00;0,00;0,00
33,0909;52,00;19,05;0,00;0,00;0,00
33,1212;52,00;19,20;0,00;0,00;0,00
33,1515;51,00;19,05;0,00;0,00;0,00
33,1818;53,00;19,05;0,00;0,00;0,00
